Source Name	Material Type	Characteristics[Organism]	Characteristics[StrainOrLine]	Characteristics[Sex]	Characteristics[Age]	Unit[TimeUnit]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[DeliveryMethod]	Parameter Value[TimeOfSacrifice]	Unit[TimeUnit]	Protocol REF	Sample Name	Material Type	Characteristics[OrganismPart]	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfSacrifice]	Unit[TimeUnit]	Factor Value[OrganismPart]
181042	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Control	0	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181042LRC	organism_part	liver	P-MTAB-22989	0181042LRC	P-MTAB-22990	0181042LRC	synthetic_RNA	biotin	P-MTAB-22991	3017689014	A-AFFY-43	003017689014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Control	24	hour	liver
181043	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Control	0	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181043LRC	organism_part	liver	P-MTAB-22989	0181043LRC	P-MTAB-22990	0181043LRC	synthetic_RNA	biotin	P-MTAB-22991	3017689015	A-AFFY-43	003017689015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Control	24	hour	liver
181051	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181051LRB	organism_part	liver	P-MTAB-22989	0181051LRB	P-MTAB-22990	0181051LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688002	A-AFFY-43	003017688002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	3	hour	liver
181052	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181052LRB	organism_part	liver	P-MTAB-22989	0181052LRB	P-MTAB-22990	0181052LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688003	A-AFFY-43	003017688003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	3	hour	liver
181055	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181055LRB	organism_part	liver	P-MTAB-22989	0181055LRB	P-MTAB-22990	0181055LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688004	A-AFFY-43	003017688004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	3	hour	liver
181061	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181061LRB	organism_part	liver	P-MTAB-22989	0181061LRB	P-MTAB-22990	0181061LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688014	A-AFFY-43	003017688014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	6	hour	liver
181062	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181062LRB	organism_part	liver	P-MTAB-22989	0181062LRB	P-MTAB-22990	0181062LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688015	A-AFFY-43	003017688015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	6	hour	liver
181063	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181063LRB	organism_part	liver	P-MTAB-22989	0181063LRB	P-MTAB-22990	0181063LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688016	A-AFFY-43	003017688016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	6	hour	liver
181071	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0181071LRB	organism_part	liver	P-MTAB-22989	0181071LRB	P-MTAB-22990	0181071LRB	synthetic_RNA	biotin	P-MTAB-22991	3017689004	A-AFFY-43	003017689004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	9	hour	liver
181072	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0181072LRB	organism_part	liver	P-MTAB-22989	0181072LRB	P-MTAB-22990	0181072LRB	synthetic_RNA	biotin	P-MTAB-22991	3017689005	A-AFFY-43	003017689005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	9	hour	liver
181074	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0181074LRB	organism_part	liver	P-MTAB-22989	0181074LRB	P-MTAB-22990	0181074LRB	synthetic_RNA	biotin	P-MTAB-22991	3017689006	A-AFFY-43	003017689006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	9	hour	liver
181083	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181083LRA	organism_part	liver	P-MTAB-22989	0181083LRA	P-MTAB-22990	0181083LRA	synthetic_RNA	biotin	P-MTAB-22991	3017688024	A-AFFY-43	003017688024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	24	hour	liver
181081	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181081LRC	organism_part	liver	P-MTAB-22989	0181081LRC	P-MTAB-22990	0181081LRC	synthetic_RNA	biotin	P-MTAB-22991	3017689016	A-AFFY-43	003017689016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	24	hour	liver
181082	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Low	10	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181082LRA	organism_part	liver	P-MTAB-22989	0181082LRA	P-MTAB-22990	0181082LRA	synthetic_RNA	biotin	P-MTAB-22991	3017689017	A-AFFY-43	003017689017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Low	24	hour	liver
181093	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181093LRB	organism_part	liver	P-MTAB-22989	0181093LRB	P-MTAB-22990	0181093LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688005	A-AFFY-43	003017688005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	3	hour	liver
181094	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181094LRB	organism_part	liver	P-MTAB-22989	0181094LRB	P-MTAB-22990	0181094LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688006	A-AFFY-43	003017688006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	3	hour	liver
181095	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181095LRB	organism_part	liver	P-MTAB-22989	0181095LRB	P-MTAB-22990	0181095LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688007	A-AFFY-43	003017688007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	3	hour	liver
181101	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181101LRB	organism_part	liver	P-MTAB-22989	0181101LRB	P-MTAB-22990	0181101LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688017	A-AFFY-43	003017688017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	6	hour	liver
181102	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181102LRB	organism_part	liver	P-MTAB-22989	0181102LRB	P-MTAB-22990	0181102LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688018	A-AFFY-43	003017688018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	6	hour	liver
181104	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181104LRB	organism_part	liver	P-MTAB-22989	0181104LRB	P-MTAB-22990	0181104LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688019	A-AFFY-43	003017688019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	6	hour	liver
181111	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0181111LRB	organism_part	liver	P-MTAB-22989	0181111LRB	P-MTAB-22990	0181111LRB	synthetic_RNA	biotin	P-MTAB-22991	3017689007	A-AFFY-43	003017689007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	9	hour	liver
181113	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0181113LRB	organism_part	liver	P-MTAB-22989	0181113LRB	P-MTAB-22990	0181113LRB	synthetic_RNA	biotin	P-MTAB-22991	3017689008	A-AFFY-43	003017689008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	9	hour	liver
181114	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0181114LRB	organism_part	liver	P-MTAB-22989	0181114LRB	P-MTAB-22990	0181114LRB	synthetic_RNA	biotin	P-MTAB-22991	3017689009	A-AFFY-43	003017689009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	9	hour	liver
181121	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181121LRB	organism_part	liver	P-MTAB-22989	0181121LRB	P-MTAB-22990	0181121LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688025	A-AFFY-43	003017688025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	24	hour	liver
181123	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181123LRC	organism_part	liver	P-MTAB-22989	0181123LRC	P-MTAB-22990	0181123LRC	synthetic_RNA	biotin	P-MTAB-22991	3017688026	A-AFFY-43	003017688026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	24	hour	liver
181125	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	Middle	30	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0181125LRC	organism_part	liver	P-MTAB-22989	0181125LRC	P-MTAB-22990	0181125LRC	synthetic_RNA	biotin	P-MTAB-22991	3017688027	A-AFFY-43	003017688027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	Middle	24	hour	liver
181131	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	High	100	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181131LRB	organism_part	liver	P-MTAB-22989	0181131LRB	P-MTAB-22990	0181131LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688008	A-AFFY-43	003017688008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	High	3	hour	liver
181132	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	High	100	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181132LRB	organism_part	liver	P-MTAB-22989	0181132LRB	P-MTAB-22990	0181132LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688009	A-AFFY-43	003017688009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	High	3	hour	liver
181134	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	High	100	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0181134LRB	organism_part	liver	P-MTAB-22989	0181134LRB	P-MTAB-22990	0181134LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688010	A-AFFY-43	003017688010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	High	3	hour	liver
181141	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	High	100	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181141LRB	organism_part	liver	P-MTAB-22989	0181141LRB	P-MTAB-22990	0181141LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688020	A-AFFY-43	003017688020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	High	6	hour	liver
181142	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	High	100	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181142LRB	organism_part	liver	P-MTAB-22989	0181142LRB	P-MTAB-22990	0181142LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688021	A-AFFY-43	003017688021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	High	6	hour	liver
181144	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	WY-14643	ChEMBL	CHEMBL295416	High	100	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0181144LRB	organism_part	liver	P-MTAB-22989	0181144LRB	P-MTAB-22990	0181144LRB	synthetic_RNA	biotin	P-MTAB-22991	3017688022	A-AFFY-43	003017688022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.1.zip	WY-14643	ChEMBL	CHEMBL295416	High	6	hour	liver
